files.file_name	datasets.title	files.data_modality	files.reference_genome	ollama_model	response_time
HG01243.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	218.15
m84081_231124_021221_s2.fail_reads.bc2091.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.32
02_15_22_R941_HG00658_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	94.24
RBM42-BG293LV05-78_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	194.69
HG03486_aligned_CHM13v1Y_winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	137.12
HG002.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	104.2
m84046_230531_221339_s3.hifi_reads.bc2056.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.08
m64076_220918_143117-bc2060.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	103.06
m54329U_220903_190900-bc2053.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.42
07_27_21_R941_HG01934_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.25
1_3_23_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	228.02
NA19240.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.67
HG02559.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	193.68
TEX13A-BGRSDLV04-89_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	150.45
HG03486(paternal).hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.77
m84081_230630_190803_s1.fail_reads.bc1002.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.38
m54329U_220519_225150-bc2019.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.65
HG00673.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	138.16
02_08_22_R941_HG01252_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	145.73
NA18906.f1_assembly_v2.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.16
RBM11-BG293LV06-45_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	123.64
03_14_23_R941_HG02622_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.3
m84046_230628_182559_s4.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	105.2
HG02148.paternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	170.96
08_17_21_R941_HG02809_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.67
m64055e_210731_145204.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	211.68
m64043_200410_214826.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	177.66
03_01_22_R941_HG01081_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.79
m54329U_220107_233847-bc1016.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.94
m84081_231119_032407_s4.fail_reads.bc2081.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.19
HG005.paternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.68
m54329U_200317_041347.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.07
r64076_20220106_230224_B01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.6
m84046_230905_231311_s2.hifi_reads.bc2034.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.6
ZMAT5-BGRSLV03-56_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	118.72
HG02572_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	204.56
m84081_231117_193129_s1.hifi_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.85
m84046_230523_001708_s3.fail_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.27
r64076_20210719_213822_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.81
08_25_21_R941_HG04184_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	174.12
HG02717_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	191.26
m84091_231208_201822_s1.hifi_reads.bc1011.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.39
r64457e_20220825_194243_A01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	179.48
m84046_230720_185410_s2.fail_reads.bc2006.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.23
m54329U_211231_123903-bc1010.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	211.53
RNF113A-BGRSLV06-30_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	140.18
08_17_21_R941_HG01884_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	150.2
12_7_22_R941_HG02257_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.18
HG01106.f1_assembly_v2.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.56
07_20_21_R941_HG03710_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh37	llama3.2	108.06
05_24_22_R941_HG03458_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.32
m84081_231222_141231_s4.hifi_reads.bc2024.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.9
r54329U_20211214_010728_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	150.93
m64043_211121_164646_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	151.45
m64043_210625_184443.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	94.42
HG00438.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	191.46
ZMAT3-BGRSDLV02-63dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	hg19	llama3.2	112.14
HG02818.f1_assembly_v2.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	157.07
ZNF317-BGRSDLV02-77_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	138.2
12_08_21_R941_HG02027_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.94
03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	126.35
LSM1-BG293LV05-22_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	133.81
m54329U_220114_143904-bc1016.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.71
08_17_21_R941_HG03704_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh37	llama3.2	108.08
m54329U_200124_193652.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.4
m64334e_220920_180418.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	129.39
m84081_231119_015049_s1.fail_reads.bc2083.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	45.39
m64043_200618_201934.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	178.04
07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.18
m64076_220904_113359-bc2054.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.78
HG02559.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.32
HG01243.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.71
08_10_22_R941_GM19185_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	115.5
m54306Ue_220421_052313_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.15
m64043_200703_234328.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	212.59
m54306Ue_220327_160600.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.16
09_14_22_R941_HG01530_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.62
m84046_230722_180255_s3.fail_reads.bc2080.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.73
m84081_231222_121301_s3.fail_reads.bc2025.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	107.82
m84081_230630_193909_s2.fail_reads.bc1009.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	216.08
m84081_231222_101332_s2.hifi_reads.bc2027.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.44
HG01952.CHM13.bam	ANVIL_HPRC	unknown	T2T-CHM13	llama3.2	134.67
HG01952.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.46
03_01_22_R941_HG01081_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	177.49
m84046_230731_200859_s2.hifi_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.61
PPP1CA-BG293LV05-11_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	238.45
TTF2-BGRSLV02-39_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	184.93
HG00741.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	136.58
HG01071.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.53
11_15_22_R1041_Duplex_HG002_8_duplex_splitduplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.81
08_10_22_R941_GM20858_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.25
HG00733.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.11
HG01361.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	139.92
m84091_231208_194716_s4.fail_reads.bc1008.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	420.64
m84081_231222_101332_s2.fail_reads.bc2026.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.13
HNRNPCL1-BG293LV04-34_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	192.63
HG02486.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	109.32
06_28_22_R941_GM18971_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	599.55
m64055e_220909_131447.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.09
m64043_200627_000137.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.16
r64076_20210607_213707_B01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	1047.22
m84081_230727_190726_s1.fail_reads.bc2030.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.6
m64136_200827_191603.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	93.03
FUBP1-BG293LV06-99B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	175.82
12_7_22_R941_HG02559_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	212.01
m64043_200906_012211.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.3
08_03_21_R941_HG02984_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	211.48
RBM42-BG293LV06-86B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	113.35
PIAS4-BGRSLV06-16_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	114.69
r54329U_20211211_013431_B01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.78
m84046_230724_203319_s4.hifi_reads.bc2056.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.26
m64055e_220902_174345.with_5mC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.06
HG003vGRCh38_wm_ONT.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	117.91
m64043_200501_162248.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.81
m64076_200130_064345.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.43
MBNL1-BG293LV06-18_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	185.53
m84046_230724_203319_s4.fail_reads.bc2056.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.15
m84046_230901_230230_s4.fail_reads.bc2037.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	203.92
08_10_21_R941_HG00609_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.23
08_10_21_R941_HG03927_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	162.94
m64334e_220321_180258.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.22
HG01928.f1_assembly_v2.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	181.89
12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	104.08
HG01109.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.68
m64055e_220403_045718_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.93
m64043_211121_164646-bc1008.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.84
HG02257.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.71
HG02148.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	166.85
HG00621.paternal.CHM13Y_EBV.bam	ANVIL_HPRC	transcriptomic	T2T-CHM13	llama3.2	120.7
m84046_230501_151821_s4.hifi_reads.bc2092.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	217.32
m54306Ue_210715_000620.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.61
m64334e_220922_131140.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	126.04
m84081_231222_121301_s3.fail_reads.bc2027.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	96.21
HG002.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	105.09
HG00621_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.19
07_20_21_R941_HG03942_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.45
RFFL-BGRSLV04-47_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	310.98
DDX59-BGRSDLV04-10_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	96.09
m64136_200603_214308.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.55
r64076_20210615_175840_C01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	196.63
02_08_22_R941_HG03834_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.89
m54329U_220903_190900-bc2055.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	86.92
HG02080.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.99
06_28_22_R941_HG02155_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	hg19	llama3.2	117.17
06_28_22_R941_HG00140_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.3
WDR6-BG293LV05-93_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	210.92
HG02723_aligned_CHM13v1Y_winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	218.05
m64043_210726_163819.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.35
m54329U_210719_222842.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	93.41
11_15_22_R1041_Duplex_HG002_7_Dorado_v0.1.1_400bps_sup_stereo_duplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.64
HG01978.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	181.33
m84081_230721_185800_s3.hifi_reads.bc1011.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.0
HG02572_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.27
HG005.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	171.33
m84046_230516_205603_s2.hifi_reads.bc2014.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	198.75
m84081_231117_193129_s1.fail_reads.bc2082.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.77
HG03453.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	202.85
07_27_21_R941_HG00408_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	216.95
m84081_231112_023836_s2.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.41
m64136_200904_190830.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	180.6
m64043_220728_173215-bc1018.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.88
HG00438.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	158.82
HG00733.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	217.57
HG01175_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.51
HG03516.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	103.8
m64076_221001_041132-bc2020.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.92
ZNF473-BGRSDLV02-89_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	159.64
07_13_21_R941_HG00738_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	151.93
m64330e_220414_054422.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.12
m64043_200521_171703.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	145.03
m64076_211208_005550-bc1003.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.3
04_12_22_R941_HG02976_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	207.75
m64076_200203_181219.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	236.22
m64136_200627_000247.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.29
m84046_230712_231732_s2.hifi_reads.bc2061.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	202.11
m84081_230624_220437_s4.fail_reads.bc1016.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	126.09
m64043_210709_205614.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	85.51
HG02717_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	204.64
07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.07
PHF7-BGRSDLV02-52dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	111.37
06_28_22_R941_HG02165_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.14
HNRNPF-BG293LV06-56_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	225.11
m54306Ue_220410_130603.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	210.59
m64011_190830_220126.hifi_reads.CpG.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.57
m54329U_210702_182525.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	208.21
r64076_20220516_220716_B01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	209.52
HG01258_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.3
HG02559_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.98
07_20_21_R941_HG02698_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	hg19	llama3.2	173.78
08_25_21_R941_HG01981_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.97
HG03492vCHM13_20200921_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	T2T-CHM13	llama3.2	120.94
m84081_230628_183924_s1.hifi_reads.bc1011.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	107.28
m64055e_220922_130045.ccs.bam_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.67
m84081_230628_183924_s1.fail_reads.bc1010.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.15
1_3_23_R1041_Duplex_HG002_1_Dorado_v0.1.1_400bps_sup.bam	ANVIL_HPRC	genomic	hg19	llama3.2	97.08
m64136_220603_180611_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.4
m84091_230817_150246_s3.hifi_reads.bc1012.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.57
HG00735.paternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	175.82
06_28_22_R941_HG02922_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	776.49
m84046_230728_232723_s1.hifi_reads.bc2090.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	229.84
m64136_210501_013313.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	221.82
m64043_210323_162307.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.22
07_20_21_R941_HG03942_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.42
HG02717.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	167.75
m64330e_220401_181429.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.05
m64043_191225_001554.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.62
07_13_21_R941_HG01255_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	226.6
11_15_22_R1041_Duplex_HG002_4_duplex_splitduplex.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.31
m84046_230707_202610_s3.fail_reads.bc2060.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	126.54
HG02818.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	96.06
m64334e_220424_021126_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	216.35
m84046_230628_175536_s3.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	159.93
m64043_200130_175216.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.87
HG01243.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	162.4
LIN28B-BGRSDLV02-44dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	146.69
m84081_230728_191731_s1.hifi_reads.bc2027.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.89
m84091_231208_204928_s2.fail_reads.bc1018.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.12
m64043_211120_054831.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	160.1
m64076_200127_180545.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	652.53
HG005_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.49
HG03579.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	1360.09
HG03453.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	152.26
ZNF770-BGRSLV08-50_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	109.29
m84081_231222_101332_s2.hifi_reads.bc2028.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	103.36
m84046_230721_182333_s4.hifi_reads.bc2092.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.93
